sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
2073,"Also the speakers are not very loud, But it is a netbook.",speakers,negative,9,17,,laptop,1
2890,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,positive,27,32,,laptop,0
508,Just a black screen!,screen,negative,13,19,,laptop,1
1923,"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,negative,14,21,,laptop,1
2631,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,positive,90,97,,laptop,0
2851,My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,negative,30,73,,laptop,1
2741,"I had a USB connect but, i can't use it because it is not compatible.",USB connect,negative,8,19,,laptop,1
329,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,negative,97,104,,laptop,1
406,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,negative,33,52,,laptop,1
406,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative,60,64,,laptop,1
14,"Not too much ""junk"" software to remove.",software,positive,20,28,,laptop,0
1076,System is loosing about 20% of performance because of that.,performance,negative,31,42,,laptop,1
1076,System is loosing about 20% of performance because of that.,System,negative,0,6,,laptop,1
1562,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,neutral,22,36,,laptop,2
1562,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",PC's keyboard,neutral,44,57,,laptop,2
2786,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral,4,21,,laptop,2
2724,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,neutral,75,78,,laptop,2
854,"  The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,negative,6,16,,laptop,1
854,"  The hard drive crashed as well, and I had to buy a new  power cord.",power cord,negative,58,68,,laptop,1
253,Another issue I have with it is the battery.,battery,negative,36,43,,laptop,1
881,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,neutral,58,70,,laptop,2
881,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,neutral,77,84,,laptop,2
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,neutral,24,49,,laptop,2
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,positive,55,63,,laptop,0
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,positive,72,81,,laptop,0
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,neutral,186,207,,laptop,2
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,neutral,216,228,,laptop,2
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,neutral,120,135,,laptop,2
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,negative,154,171,,laptop,1
2571,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,34,38,,laptop,0
2571,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,147,151,,laptop,0
1435,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,neutral,78,85,,laptop,2
350,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,9,17,,laptop,1
350,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,229,237,,laptop,1
1925,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,142,150,,laptop,1
1925,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,negative,155,162,,laptop,1
2749,Love that it doesn't take up space like a regular computer.,space,positive,29,34,,laptop,0
769,Asked the customer service rep.,customer service rep,neutral,10,30,,laptop,2
1047,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,neutral,3,12,,laptop,2
1047,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,neutral,16,24,,laptop,2
1047,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16GB RAM support,neutral,27,43,,laptop,2
1047,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,positive,48,56,,laptop,0
762,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,negative,39,56,,laptop,1
113,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,92,98,,laptop,1
113,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,154,160,,laptop,1
113,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative,180,187,,laptop,1
2836,"the mouse on the pad, the left button always sticks.",mouse on the pad,neutral,4,20,,laptop,2
